card_id,content,created_at,updated_at,audio_url,background_music_url,mood,is_discussion_card
"72","当你仰望星空，时间仿佛为你而停留。（改编自乔治·奥威尔《1984》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio72","https://example.com/music72","浪漫","0"
"71","每一个黄昏，都是对生命温柔的告别与期待。（致敬卡尔维诺《分成两半的子爵》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio71","https://example.com/music71","温柔","0"
"70","微风轻拂过我们的脸庞，仿佛世界在对我们耳语。（改编自霍金《时间简史》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio70","https://example.com/music70","沉静","0"
"69","每一瞬间，都是我们对未来的无声祈祷。（致敬米兰·昆德拉《生命中不能承受之轻》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio69","https://example.com/music69","沉思","0"
"68","夜空下的每一颗星，都像是我们未完成的梦。（改编自伍尔夫《达洛维夫人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio68","https://example.com/music68","梦境","0"
"67","在孤独中，我们发现了隐藏在内心深处的力量。（致敬加缪《局外人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio67","https://example.com/music67","哲理","0"
"66","黑夜是属于那些勇敢心灵的时刻，在无声中我们更接近真实的自己。（改编自卡尔维诺《树上的男爵》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio66","https://example.com/music66","深邃","0"
"65","每一片叶子的飘落，都像是对过去岁月的温柔告别。（致敬福楼拜《包法利夫人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio65","https://example.com/music65","伤感","0"
"64","在每一次日落中，我们都在寻找内心的平静与重生。（改编自乔治·桑德斯《海滨记》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio64","https://example.com/music64","安宁","0"
"63","风中的每一个低语，都是未曾说出的告别与承诺。（致敬卡夫卡《变形记》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio63","https://example.com/music63","沉静","0"
"62","我们都是时间的旅人，心中的光芒是唯一的方向。（改编自托尔斯泰《复活》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio62","https://example.com/music62","希望","0"
"61","夜的尽头，是一种柔和的光芒，像一场未曾结束的梦。（致敬普鲁斯特《追忆似水年华》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio61","https://example.com/music61","幻境","0"
"60","在无尽的星空中，我们曾经的迷茫显得如此渺小。（改编自萨冈《你好，忧愁》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio60","https://example.com/music60","沉思","0"
"59","在心灵的深处，我们每个人都在等待一场无声的风暴。（致敬赫尔曼·黑塞《荒原狼》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio59","https://example.com/music59","深邃","0"
"58","你的微笑像一抹晨光，融化了我所有的不安。（改编自简·奥斯汀《傲慢与偏见》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio58","https://example.com/music58","浪漫","0"
"57","在每一个雨滴中，我仿佛听到了你未曾说出口的故事。（致敬珍妮特·温特森《橘子不是唯一的水果》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio57","https://example.com/music57","轻柔","0"
"56","星空下的每一次呼吸，都是对生活本质的沉默回应。（改编自尼采《查拉图斯特拉如是说》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio56","https://example.com/music56","哲思","0"
"55","当海浪轻轻拍打岸边，世界仿佛在诉说着一种永恒的宁静。（致敬海明威《老人与海》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio55","https://example.com/music55","平静","0"
"54","在夜色下，你的眼神闪烁着温暖的光芒，驱散了我心中的阴霾。（改编自德波顿《爱情笔记》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio54","https://example.com/music54","温暖","0"
"53","风带走了我们所有的喧嚣，只留下无声的寂静，陪伴那些孤独的灵魂。（致敬村上春树《挪威的森林》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio53","https://example.com/music53","沉思","0"
"52","每一次心跳，都像是一首悠长的旋律，打破了夜的沉寂。（改编自菲茨杰拉德《了不起的盖茨比》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio52","https://example.com/music52","浪漫","0"
"51","在午夜的蓝色时光里，时间仿佛在静静倾听我们的低语。（致敬毛姆《月亮与六便士》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio51","https://example.com/music51","蓝调","0"
"50","“在无尽的星空下，我们是那微不足道的尘埃，却依然寻找生命的意义。”（致敬卡夫卡《审判》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio50","https://example.com/music50","哲理","0"
"49","“每一片叶子，都是大自然的低语，而我们只是静静聆听的过客。”（改编自卡尔维诺《树上的男爵》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio49","https://example.com/music49","静谧","0"
"48","“时间的脚步，从不为任何人停留，而我们却总想抓住它的尾巴。”（致敬鲁迅《呐喊》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio48","https://example.com/music48","沉思","0"
"47","“世界像一首无法读懂的诗，而我们却试图从中找到属于自己的韵脚。”（改编自叶芝《当你老了》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio47","https://example.com/music47","哲思","0"
"46","“每一个细微的风声，都是大自然为我们写下的诗篇。”（致敬惠特曼《草叶集》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio46","https://example.com/music46","浪漫","0"
"45","“在夜色中，我们的心灵仿佛在寻找一片真正的宁静与自由。”（改编自加缪《局外人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio45","https://example.com/music45","深邃","0"
"44","“时间是一位沉默的旅人，它从不言语，却总是带走我们最珍贵的瞬间。”（致敬托尔斯泰《战争与和平》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio44","https://example.com/music44","沉思","0"
"43","“命运是夜空中的一颗星星，我们每次仰望，都是一次无声的祷告。”（改编自帕斯卡尔《思想录》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio43","https://example.com/music43","哲思","0"
"42","“每一片落叶，都在讲述着它曾见过的世界，而我们只是在倾听。”（致敬乔伊斯《尤利西斯》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio42","https://example.com/music42","深邃","0"
"41","“星光下的世界如此宁静，仿佛一切都已尘埃落定。”（改编自里尔克《杜伊诺哀歌》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio41","https://example.com/music41","静谧","0"
"40","“风中传来的声音，仿佛在诉说一个古老的故事，关于我们内心的挣扎和宁静。”（致敬普鲁斯特《追忆似水年华》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio40","https://example.com/music40","哲思","0"
"39","“时间像一条无声的河流，带走我们曾经珍惜的每一个瞬间。”（改编自纪德《人间食粮》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio39","https://example.com/music39","哲理","0"
"38","“在风的轻抚中，我感受到时间的流逝，和我们注定失去的岁月。”（致敬石黑一雄《长日将尽》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio38","https://example.com/music38","静谧","0"
"37","“每一颗星星都在告诉我们，宇宙的广袤无垠，而我们只是一瞬的光。”（改编自博尔赫斯《博尔赫斯全集》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio37","https://example.com/music37","深邃","0"
"36","“时间会带走一切，唯独我们内心的希望依然闪耀。”（致敬海明威《太阳照常升起》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio36","https://example.com/music36","希望","0"
"35","“在无尽的黑暗中，我们都是彼此的星光，虽微弱却不可或缺。”（改编自艾米丽·狄金森《我就是没人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio35","https://example.com/music35","哲思","0"
"34","“世界不过是一个巨大的谜，而我们却总是在寻找它的解答。”（致敬加缪《鼠疫》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio34","https://example.com/music34","哲理","0"
"33","“那些在风中飘动的花瓣，就像我们从指缝中滑落的时光。”（改编自川端康成《古都》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio33","https://example.com/music33","静谧","0"
"32","“夜的沉默，总在提醒我们：有些秘密注定只能属于黑暗。”（致敬萨特《恶心》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio32","https://example.com/music32","深邃","0"
"31","“在这个无人知晓的角落，黑夜是我们唯一的见证。”（改编自马尔克斯《霍乱时期的爱情》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio31","https://example.com/music31","孤寂","0"
"30","“我们终将在夜色中找到自己，正如晨曦终会到来。”（致敬乔治·奥威尔《1984》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio30","https://example.com/music30","希望","0"
"29","“风中的每一声低语，仿佛是在讲述我们从未言明的心事。”（改编自卡尔维诺《看不见的城市》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio29","https://example.com/music29","静谧","0"
"28","“远方的山峦仿佛在等待，而我们却总是迷失在眼前的风景里。”（致敬艾略特《荒原》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio28","https://example.com/music28","沉思","0"
"27","“每一个静默的夜晚，都是一次心灵的旅程，穿越时间，回归自我。”（改编自鲁迅《呐喊》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio27","https://example.com/music27","哲理","0"
"26","“我们是那些在夜空中闪烁的微光，虽微弱，却真实存在。”（致敬塞林格《麦田里的守望者》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio26","https://example.com/music26","哲思","0"
"25","“夜色深处，有一种无形的力量在悄然揭示着世界的真相。”（改编自卡夫卡《变形记》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio25","https://example.com/music25","深邃","0"
"24","“风中的每一片叶子，都仿佛在低语，告诉我们那些无法说出口的秘密。”（致敬陀思妥耶夫斯基《罪与罚》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio24","https://example.com/music24","哲理","0"
"23","“在每一个失落的瞬间，星光都在遥远的天边，默默守护。”（改编自巴尔扎克《高老头》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio23","https://example.com/music23","沉思","0"
"22","“静谧的夜晚，让人仿佛能够听见大地的心跳和时间的呼吸。”（致敬川端康成《雪国》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio22","https://example.com/music22","静谧","0"
"21","“我们在时间的长河中漂泊，彼此的生命就像那些偶然相遇的星星。”（改编自余华《活着》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio21","https://example.com/music21","哲思","0"
"20","“没有人能够真正捕捉到风的形状，但它却触碰着我们的每一寸肌肤。”（致敬弗吉尼亚·伍尔夫《达洛维夫人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio20","https://example.com/music20","深邃","0"
"19","“在这片黑夜中，时间仿佛凝固，而我们不过是其中无声的过客。”（改编自博尔赫斯《小径分岔的花园》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio19","https://example.com/music19","静谧","0"
"18","“每一片云朵，都是天空在讲述一个无法被记住的秘密。”（致敬米兰·昆德拉《生命中不能承受之轻》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio18","https://example.com/music18","神秘","0"
"17","“孤独是我们与世界之间的桥梁，只有在夜晚，我们才真正面对自己。”（改编自阿尔贝·加缪《局外人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio17","https://example.com/music17","孤寂","0"
"16","“天空中的每一颗星星，都是那些我们曾渴望却从未得到的愿望。”（致敬马尔克斯《百年孤独》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio16","https://example.com/music16","哲思","0"
"15","“夜晚的沉默，比白昼的喧嚣更具力量，它揭示了内心最深处的真相。”（改编自加缪《西西弗的神话》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio15","https://example.com/music15","深邃","0"
"14","“风从未停下，它带着那些我们无法触及的故事，永远在远方。”（致敬萨特《存在与虚无》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio14","https://example.com/music14","沉思","0"
"13","“我们都是漂流的岛屿，在无边的时间之海上，寻求无法实现的归宿。”（改编自康拉德《黑暗的心》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio13","https://example.com/music13","哲理","0"
"12","“每个夜晚，世界的轻盈和静谧，仿佛在等待一个永恒的告别。”（致敬纪德《窄门》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio12","https://example.com/music12","静谧","0"
"11","“时间是一位无情的雕刻师，它会逐渐模糊我们所珍爱的每一个瞬间。”（改编自托马斯·曼《魔山》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio11","https://example.com/music11","沉思","0"
"10","“你看，那风中摇曳的树叶，仿佛在诉说我们每一个未曾实现的梦想。”（致敬福楼拜《包法利夫人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio10","https://example.com/music10","浪漫","0"
"9","“星光下的寂静，远胜过所有的言语，在夜里，它成为我们的唯一朋友。”（改编自惠特曼《草叶集》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio9","https://example.com/music9","静谧","0"
"8","“海风吹拂着沙滩，如同命运轻轻触碰我们的灵魂，却从不留下痕迹。”（致敬海明威《老人与海》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio8","https://example.com/music8","哲思","0"
"7","“夜晚带着它不可知的秘密，提醒我们，不要追寻一切答案。”（改编自尼采《查拉图斯特拉如是说》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio7","https://example.com/music7","神秘","0"
"6","“在每一个孤独的夜晚，只有风的低语，最懂得你内心深处的空白。”（致敬普鲁斯特《追忆似水年华》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio6","https://example.com/music6","孤寂","0"
"5","“无论多远的地方，终究也只是我们心灵的倒影。”（改编自里尔克《杜伊诺哀歌》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio5","https://example.com/music5","静谧","0"
"4","“夜的深邃，正如我们不安的灵魂，总在渴望一种无形的解脱。”（致敬莎士比亚《麦克白》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio4","https://example.com/music4","沉思","0"
"3","“在时间的尽头，我们都将化为那风中的低语，无论是否曾有爱。”（改编自帕斯卡尔《思想录》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio3","https://example.com/music3","哲理","0"
"2","“天空中的云，飘过，不留下影子，正如我们的心绪，无声消逝。”（致敬卡夫卡《审判》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio2","https://example.com/music2","静谧","0"
"1","“生活的唯一目标，是一场漂泊，而我们在路上终将成为彼此的故事。”（改编自阿尔贝·加缪《局外人》）","2024-09-21 00:00:00","2024-09-21 00:00:00","https://example.com/audio1","https://example.com/music1","哲思","0"
